ID,Count,Percentage,Refined Topic,Representation,MaximalMarginalRelevance,Top Documents
54,67,0.00503229683,Unable to summarize a topic,"['list', 'arraylist', 'rule', 'sample', 'code sample', 'sample demonstrate', 'demonstrate', 'demonstrate issue', 'version rule', 'description']","['list', 'arraylist', 'code sample', 'usearraysaslist', 'version rule', 'rule description', 'array', 'list arraylist', 'arrays', 'list list']","https://github.com/pmd/pmd/issues/5711
https://github.com/pmd/pmd/issues/1413
https://github.com/pmd/pmd/issues/1372
https://github.com/pmd/pmd/issues/2748
https://github.com/pmd/pmd/issues/3442"
55,350,0.02628811777,Rule Definitions,"['rule', 'description', 'apex', 'code sample', 'sample', 'ruleset', 'run', 'affects version', 'affects', 'demonstrate issue']","['jsontype', 'ruleset file', 'version description', 'exclude rule', 'jsonelement', 'custom ruleset', 'exclude pattern', 'ruleset reference', 'deprecate rule', 'gradle']","https://github.com/spotbugs/spotbugs/issues/693
https://github.com/pmd/pmd/issues/611
https://github.com/pmd/pmd/issues/5222
https://github.com/pmd/pmd/issues/2109
https://github.com/pmd/pmd/issues/2841"
56,259,0.01945320715,Unexpected Results,"['exception', 'ignore', 'code', 'report', 'error', 'snippet', 'u0001', 'output', 'code snippet', 'reproduce']","['ignore error', 'ignore line', 'snippet reproduce', 'report ignore', 'ignore ignore', 'error ignore', 'expect output', 'problem expect', 'inline ignore', 'trim expect']","https://github.com/phpstan/phpstan/issues/12000
https://github.com/phpstan/phpstan/issues/11367
https://github.com/phpstan/phpstan/issues/11174
https://github.com/phpstan/phpstan/issues/10802
https://github.com/soot-oss/soot/issues/329"
57,267,0.02005407841,Taint Analysis,"['line character', 'character call', 'character', 'call file', 'call', 'file', 'inline line', 'inline', 'line', 'file line']","['taint', 'leak', 'flow', 'source sink', 'find leak', 'taint analysis', 'droidbench', 'taint propagation', 'tainted', 'virtualinvoke']","https://github.com/secure-software-engineering/FlowDroid/issues/799
https://github.com/secure-software-engineering/FlowDroid/issues/250
https://github.com/secure-software-engineering/FlowDroid/issues/779
https://bitbucket.org/yanniss/doop-deprecated/issues/34/p-taint-about-array
https://github.com/pmd/pmd/issues/5271"
58,53,0.00398077212,Array Handling,"['array_filter', 'filter', 'array', 'heart', 'heart heart', 'value', 'filter array', 'bool', 'dump array', 'callback']","['array_filter', 'array', 'dump array', 'report array_filter', 'filter array', 'expect output', 'response array_filter', 'array_filter array', 'array_filter callback', 'error array_filter']","https://github.com/phpstan/phpstan/issues/8528
https://github.com/phpstan/phpstan/issues/3132
https://github.com/phpstan/phpstan/issues/6938
https://github.com/phpstan/phpstan/issues/6006
https://github.com/phpstan/phpstan/issues/9178"
59,86,0.006459366081,Apex,"['maximum iteration', 'aktstatus', 'aktstatus maximum', 'exceed abort', 'iteration exceed', 'maximum', 'exceed', 'abort', 'iteration', 'apex']","['account', 'apexcrudviolation', 'crud', 'select account', 'apex apexcrudviolation', 'security_enforced', 'expect outcome', 'crud permission', 'sample demonstrate', 'account expect']","https://github.com/pmd/pmd/issues/3378
https://github.com/pmd/pmd/issues/2520
https://github.com/pmd/pmd/issues/3202
https://github.com/pmd/pmd/issues/4589
https://github.com/pmd/pmd/issues/2669"
60,65,0.004882079015,Type Inference,"['phpdoc', 'array', 'param', 'iterable', 'var', 'tkey', 'template', 'expect', 'phpdoc var', 'specify iterable']","['value array', 'phpdoc var', 'phpdoc param', 'report phpdoc', 'param array', 'unexpected token', 'array phpdoc', 'expect output', 'array subtype', 'problem expect']","https://github.com/phpstan/phpstan/issues/3788
https://github.com/phpstan/phpstan/issues/3587
https://github.com/phpstan/phpstan/issues/8828
https://github.com/phpstan/phpstan/issues/2779
https://github.com/phpstan/phpstan/issues/6786"
61,114,0.008562415502,Annotation,"['annotation', 'synchronize', 'nonnull', 'nullable', 'lock', 'singleton', 'deadlock', 'serializable', 'random', 'result']","['annotation', 'nullable', 'nullable annotation', 'annotate', 'multimap', 'annotation annotation', 'end annotation', 'objects nonnull', 'non mark', 'mark nullable']","https://github.com/spotbugs/spotbugs/issues/734
https://github.com/facebook/infer/issues/537
https://github.com/spotbugs/spotbugs/issues/1778
https://github.com/spotbugs/spotbugs/issues/1656
https://github.com/spotbugs/spotbugs/issues/1991"
62,38,0.002854138501,Unable to summarize a topic,"['copy clipboard', 'clipboard', 'error copy', 'clipboard press', 'press', 'resource find', 'copy', 'ctrlv', 'press ctrlv', 'ctrlv resource']","['copy clipboard', 'clipboard', 'error copy', 'clipboard press', 'ctrlv error', 'jsonobject error', 'commandv jsonobject', 'commandv frame_type', 'clipboard resource', 'commandv error']","https://github.com/spotbugs/spotbugs/issues/1940
https://github.com/spotbugs/spotbugs/issues/1234
https://github.com/spotbugs/spotbugs/issues/1283
https://github.com/spotbugs/spotbugs/issues/2712
https://github.com/spotbugs/spotbugs/issues/2298"
63,41,0.003079465225,Yield,"['generator', 'yield', 'payout', 'iterable', 'statement', 'generator yield', 'expect', 'report', 'yield yield', 'code snippet']","['generator', 'yield', 'generator yield', 'yield yield', 'yield statement', 'generator report', 'expect output', 'problem expect', 'generator expect', 'yield generator']","https://github.com/phpstan/phpstan/issues/2873
https://github.com/phpstan/phpstan/issues/6189
https://github.com/phpstan/phpstan/issues/3407
https://github.com/phpstan/phpstan/issues/11333
https://github.com/phpstan/phpstan/issues/11181"
64,140,0.01051524711,Loops,"['foreach', 'array', 'loop', 'problem', 'code snippet', 'snippet', 'expect output', 'snippet reproduce', 'reproduce problem', 'output']","['foreach', 'foreach report', 'pass foreach', 'foreach loop', 'array pass', 'error foreach', 'expect output', 'array foreach', 'inside foreach', 'supply foreach']","https://github.com/phpstan/phpstan/issues/2457
https://github.com/phpstan/phpstan/issues/4644
https://github.com/phpstan/phpstan/issues/1972
https://github.com/phpstan/phpstan/issues/7913
https://github.com/phpstan/phpstan/issues/3782"
65,36,0.002703920685,curl API,"['parse_url', 'curl_init', 'curl', 'host', 'query fragment', 'user pass', 'path query', 'port user', 'host port', 'baseurl']","['parse_url', 'curl_init', 'curl', 'baseurl', 'curl_setopt', 'resource4 curl', 'curlhandle', 'parse parse_url', 'curl_exec', 'parse parse']","https://github.com/phpstan/phpstan/issues/1556
https://github.com/phpstan/phpstan/issues/11640
https://github.com/phpstan/phpstan/issues/1465
https://github.com/phpstan/phpstan/issues/5966
https://github.com/phpstan/phpstan/issues/1194"
66,47,0.003530118672,Array Handling,"['array_merge', 'array', 'array_combine', 'merge', 'key', 'array_push', 'shape', 'expect', 'array merge', 'expect output']","['array_merge', 'array', 'array_combine', 'array merge', 'array_merge array', 'merge array', 'array shape', 'expect output', 'array array', 'array array_merge']","https://github.com/phpstan/phpstan/issues/10479
https://github.com/phpstan/phpstan/issues/4093
https://github.com/phpstan/phpstan/issues/1128
https://github.com/phpstan/phpstan/issues/8632
https://github.com/phpstan/phpstan/issues/5846"
67,176,0.01321916779,Documentation,"['reference ref', 'ref command', 'command warning', 'resolve reference', 'warning unable', 'unable resolve', 'ref', 'unable', 'resolve', 'reference']","['reference ref', 'ref command', 'resolve reference', 'warning unable', 'ref', 'gregoriancalendar', 'body gregoriancalendar', 'gregoriancalendar body', 'genericargs isgenericfalse', 'javatypedefinition clazzclass']","https://github.com/pmd/pmd/issues/3812
https://github.com/security-code-scan/security-code-scan/issues/214
https://github.com/security-code-scan/security-code-scan/issues/49
https://github.com/spotbugs/spotbugs/issues/3396
https://github.com/spotbugs/spotbugs/issues/1038"
68,204,0.01532221721,Unable to summarize a topic,"['error', 'internal', 'internal error', 'unexpected', 'analyse', 'error unexpected', 'line', 'syntax error', 'report', 'error internal']","['internal error', 'require', 'error undefined', 'undefined analyse', 'response expect', 'problem response', 'memcache', 'response internal', 'opening require', 'expect output']","https://github.com/phpstan/phpstan/issues/11203
https://github.com/phpstan/phpstan/issues/644
https://github.com/phpstan/phpstan/issues/11826
https://github.com/phpstan/phpstan/issues/10892
https://github.com/phpstan/phpstan/issues/8116"
69,60,0.004506534475,Build System,"['41', '17 11', '14 41', '41 44', '44', '17', 'error 14', '11', 'file line', '14']","['error 14', 'file line', 'file', 'error note', 'gradlew', 'error', 'error aidl', 'aidl file', 'code aidl', 'aidl 17']","https://github.com/facebook/infer/issues/855
https://github.com/facebook/infer/issues/304
https://github.com/facebook/infer/issues/281
https://github.com/facebook/infer/issues/98
https://github.com/facebook/infer/issues/22"
70,95,0.007135346252,Try-with-resources (Java),"['closeresource', 'resource', 'close', 'rule', 'stream', 'maven', 'sample', 'positive', 'description', 'code sample']","['closeresource', 'resource', 'closeresource positive', 'version rule', 'affects version', 'code sample', 'rule closeresource', 'closeable', 'rule description', 'resource block']","https://github.com/pmd/pmd/issues/4623
https://github.com/pmd/pmd/issues/1701
https://github.com/pmd/pmd/issues/4930
https://github.com/pmd/pmd/issues/2977
https://github.com/pmd/pmd/issues/1911"
71,33,0.002478593961,json API,"['json_decode', 'json_encode', 'json', 'metricid', 'jsonexception', 'response', 'json_last_error', 'report', 'validation', 'problem']","['json_decode', 'json_encode', 'json', 'jsonexception', 'json_last_error', 'test_str', 'call json_decode', 'expect output', 'json_throw_on_error', 'jsonresponse']","https://github.com/phpstan/phpstan/issues/2863
https://github.com/phpstan/phpstan/issues/6691
https://github.com/phpstan/phpstan/issues/3654
https://github.com/spotbugs/spotbugs/issues/1916
https://github.com/phpstan/phpstan/issues/10983"
72,150,0.01126633619,Compilation,"['error 961', '961', '961 error', '961 start', 'start error', 'module module', 'factory', 'start', 'factory factory', 'module']","['error 961', '961', '961 error', '961 start', 'start error', 'file line', 'error', 'error failure', 'line run_command', 'error exception']","https://github.com/facebook/infer/issues/99
https://github.com/facebook/infer/issues/384
https://github.com/facebook/infer/issues/55
https://github.com/facebook/infer/issues/252
https://github.com/facebook/infer/issues/45"
73,93,0.006985128436,Memory,"['pulse', 'line column', 'leak', 'column', 'memory', 'memory_leak', 'memory leak', 'cc mode', 'source', 'mode find']","['memory_leak', 'memory', 'line column', 'memory leak', 'memory dynamically', 'error memory_leak', 'memory_leak memory', 'report memory_leak', 'malloc line', 'pointer']","https://github.com/facebook/infer/issues/1307
https://github.com/facebook/infer/issues/789
https://github.com/facebook/infer/issues/95
https://github.com/facebook/infer/issues/138
https://github.com/facebook/infer/issues/648"
74,37,0.002779029593,ImmutableField,"['immutablefield', 'field', 'rule immutablefield', 'rule', 'foobar1', 'field annotate', 'annotate', 'setter', 'declaration constructor', 'entity']","['immutablefield', 'field', 'rule immutablefield', 'field annotate', 'annotate', 'report field', 'immutablefield description', 'immutablefield positive', 'annotation', 'field initialize']","https://github.com/pmd/pmd/issues/4527
https://github.com/pmd/pmd/issues/4254
https://github.com/pmd/pmd/issues/3823
https://github.com/pmd/pmd/issues/2075
https://github.com/spotbugs/spotbugs/issues/1696"
75,53,0.00398077212,Lombok,"['lombok', 'unusedprivatefield', 'field', 'rule', 'positive', 'code sample', 'utilityclass', 'positive lombok', 'sample', 'builder']","['lombok', 'annotation', 'positive lombok', 'lombok value', 'consider lombok', 'provide rule', 'rule link', 'rule documentation', 'violation line', 'lombok builder']","https://github.com/pmd/pmd/issues/4033
https://github.com/pmd/pmd/issues/2673
https://github.com/pmd/pmd/issues/4224
https://github.com/pmd/pmd/issues/5702
https://github.com/pmd/pmd/issues/4225"
76,66,0.004957187922,XPath,"['xpath', 'saxon', 'xpath rule', 'rule', 'node', 'jaxen', 'xpath search', 'implement xpath', 'xpath expression', 'description']","['xpath', 'xpath rule', 'saxon', 'jaxen', 'xpath expression', 'element', 'jaxen adapter', 'xpath support', 'xml', 'node root']","https://github.com/pmd/pmd/issues/1244
https://github.com/pmd/pmd/issues/1939
https://github.com/pmd/pmd/issues/762
https://github.com/pmd/pmd/issues/735
https://github.com/pmd/pmd/issues/2218"
77,112,0.008412197687,Reflections,"['reflectionclass', 'constructor', 'signature', 'soapclient', 'reflection', 'expect', 'snippet', 'report', 'var', 'problem']","['reflectionclass', 'reflection error', 'reflectionclass constructor', 'reflectiontype', 'reflectionmethod', 'expect output', 'problem expect', 'report reflection', 'reflectionclass code', 'expect stringt']","https://github.com/phpstan/phpstan/issues/6200
https://github.com/phpstan/phpstan/issues/2808
https://github.com/phpstan/phpstan/issues/8200
https://github.com/phpstan/phpstan/issues/11881
https://github.com/phpstan/phpstan/issues/776"
78,66,0.004957187922,Explode(),"['explode', 'count', 'separator', 'str_replace', 'separator explode', 'non', 'explode expect', 'non give', 'expect non', 'snippet']","['separator', 'separator explode', 'explode expect', 'error separator', 'explode non', 'explode array', 'report explode', 'explode result', 'result explode', 'error explode']","https://github.com/phpstan/phpstan/issues/6630
https://github.com/phpstan/phpstan/issues/10854
https://github.com/phpstan/phpstan/issues/12903
https://github.com/phpstan/phpstan/issues/6204
https://github.com/phpstan/phpstan/issues/7090"
79,34,0.002553702869,DOM,"['domnode', 'domelement', 'domdocument', 'domnodelist', 'c14n', 'domnode c14n', 'property', 'dom', 'nodetype', 'node']","['domnode', 'domdocument', 'domnodelist', 'dom', 'xpath', 'dominatortree', 'domtext', 'problem expect', 'xpath domnode', 'expect output']","https://github.com/phpstan/phpstan/issues/12132
https://github.com/phpstan/phpstan/issues/4536
https://github.com/phpstan/phpstan/issues/6748
https://github.com/phpstan/phpstan/issues/148
https://github.com/phpstan/phpstan/issues/9200"
80,438,0.03289770167,Unexpected Results,"['condition', 'problem', 'snippet', 'output', 'code snippet', 'snippet reproduce', 'code', 'reproduce problem', 'expect output', 'expect']","['condition', 'condition report', 'expect output', 'output error', 'multiple condition', 'problem expect', 'condition code', 'statement condition', 'condition error', 'error positive']","https://github.com/phpstan/phpstan/issues/2825
https://github.com/phpstan/phpstan/issues/3677
https://github.com/phpstan/phpstan/issues/4925
https://github.com/phpstan/phpstan/issues/8371
https://github.com/phpstan/phpstan/issues/9882"
81,77,0.00578338591,List,"['list', 'array', 'list list', 'non', 'tm', 'non list', 'element', 'array_is_list', 'expect', 'snippet']","['list list', 'list report', 'array list', 'non list', 'list array', 'list key', 'list help', 'problem expect', 'expect output', 'expect list']","https://github.com/phpstan/phpstan/issues/7478
https://github.com/phpstan/phpstan/issues/8282
https://github.com/phpstan/phpstan/issues/1115
https://github.com/phpstan/phpstan/issues/10738
https://github.com/phpstan/phpstan/issues/13035"
82,66,0.004957187922,Build System,"['instal', 'instal current', 'current version', 'version note', 'opam', 'current', 'note', 'install', 'version', 'ocaml']","['version note', 'ocaml', 'distribute ocaml', 'ocamlfind', 'ocaml version', 'javalib', 'build', 'opam install', 'configure', 'yojson']","https://github.com/facebook/infer/issues/1030
https://github.com/facebook/infer/issues/1258
https://github.com/facebook/infer/issues/715
https://github.com/facebook/infer/issues/293
https://github.com/facebook/infer/issues/830"
83,76,0.005708277002,Build System,"['00', 'cc', 'line character', 'character call', 'call file', 'character', '00 39', '00 00', 'statement declstmt', 'declstmt']","['minisat', 'std _destroy', 'minisat l_true', 'l_false 00', 'minisat l_false', 'version cc', 'tree_nodet', 'vector', 'column line', 'conversion error']","https://github.com/diffblue/cbmc/issues/6592
https://github.com/diffblue/cbmc/issues/7156
https://github.com/diffblue/cbmc/issues/8305
https://github.com/diffblue/cbmc/issues/5417
https://github.com/diffblue/cbmc/issues/6907"
84,67,0.00503229683,Unable to summarize a topic,"['internal', 'internal error', 'uncaught', 'stack trace', 'stack', 'trace', 'error uncaught', 'uncaught typeerror', 'fatal', 'fatal error']","['uncaught typeerror', 'error uncaught', 'fatal error', 'stack trace', 'internal error', 'error', 'array line', 'define stack', 'line fatal', 'give stack']","https://github.com/phpstan/phpstan/issues/2200
https://github.com/phpstan/phpstan/issues/368
https://github.com/phpstan/phpstan/issues/4767
https://github.com/phpstan/phpstan/issues/3957
https://github.com/phpstan/phpstan/issues/2667"
85,33,0.002478593961,Cleanup Deprecations,"['deprecate', 'deprecated', 'line deprecate', 'deprecate compatible', 'compatible mixed', 'attribute temporarily', 'suppress notice', 'temporarily suppress', 'mixed attribute', 'notice line']","['deprecate', 'line deprecate', 'deprecate compatible', 'deprecation', 'line deprecated', 'mbstring deprecate', 'deprecation warning', 'mark deprecated', 'deprecate instead', 'deprecate line']","https://github.com/phpstan/phpstan/issues/6565
https://github.com/diffblue/cbmc/issues/8010
https://github.com/phpstan/phpstan/issues/2814
https://github.com/phpstan/phpstan/issues/8459
https://github.com/phpstan/phpstan/issues/6735"
86,45,0.003379900856,Inheritance,"['mixin', 'model', 'laravel', 'extend', 'template', 'query', 'generic', 'collection', 'work', 'builder']","['laravel', 'collection', 'larastan', 'relation', 'report hello', 'extend model', 'eloquent', 'generic', 'mixin report', 'genericness']","https://github.com/phpstan/phpstan/issues/12585
https://github.com/phpstan/phpstan/issues/6695
https://github.com/phpstan/phpstan/issues/6798
https://github.com/phpstan/phpstan/issues/8008
https://github.com/phpstan/phpstan/issues/9449"
87,30,0.002253267237,Exposure Check,"['ei_expose_rep', 'ei_expose_rep2', 'immutable', 'internal representation', 'list', 'record', 'myrecord', 'expose', 'representation', 'expose internal']","['ei_expose_rep2', 'immutable', 'myrecord', 'internal representation', 'ei_expose_rep ei_expose_rep2', 'positive ei_expose_rep', 'example myrecord', 'transition transition', 'myrecord java', 'myrecord myrecord']","https://github.com/spotbugs/spotbugs/issues/1653
https://github.com/spotbugs/spotbugs/issues/1797
https://github.com/spotbugs/spotbugs/issues/3023
https://github.com/spotbugs/spotbugs/issues/2117
https://github.com/spotbugs/spotbugs/issues/3471"
88,48,0.00360522758,Callables,"['callable', 'callback', 'array', 'array callable', 'callable array', 'is_callable', 'callable report', 'expect', 'report', 'problem']","['array callable', 'is_callable', 'callable array', 'callable code', 'expect callablestring', 'callablestring', 'detect callable', 'expect output', 'callable expect', 'array pass']","https://github.com/phpstan/phpstan/issues/3616
https://github.com/phpstan/phpstan/issues/3369
https://github.com/phpstan/phpstan/issues/3646
https://github.com/phpstan/phpstan/issues/3883
https://github.com/phpstan/phpstan/issues/4228"
89,65,0.004882079015,Inheritance,"['is_subclass_of', 'class', 'bar', 'static', 'static class', 'foo', 'expect', 'is_object', 'expect output', 'is_a']","['is_subclass_of', 'condition is_subclass_of', 'think is_subclass_of', 'is_subclass_of report', 'is_subclass_of evaluate', 'is_subclass_of expect', 'error is_subclass_of', 'is_subclass_of assume', 'is_subclass_of ignore', 'is_subclass_of code']","https://github.com/phpstan/phpstan/issues/6305
https://github.com/wala/WALA/issues/219
https://github.com/soot-oss/soot/issues/1831
https://github.com/phpstan/phpstan/issues/8464
https://github.com/phpstan/phpstan/issues/12873"
90,49,0.003680336488,Type Inference,"['cast', 'stdclass', 'typeassigner', 'value', 'sum', 'mixed', 'expect', 'expect output', 'paramtype', 'sum sum']","['typeassigner', 'error cast', 'typeassigner fail', 'castto newvalue', 'typeassigner assign', 'cast condition', 'fix typeassigner', 'localsplitter typeassigner', 'cast error', 'casttype']","https://github.com/phpstan/phpstan/issues/4186
https://github.com/soot-oss/soot/issues/360
https://github.com/soot-oss/SootUp/issues/853
https://github.com/wala/WALA/issues/522
https://github.com/soot-oss/SootUp/issues/1080"
91,25,0.001877722698,XML,"['simplexmlelement', 'extend simplexmlelement', 'simplexmlelement node', 'simplexmlelement work', 'error simplexmlelement', 'property simplexmlelement', 'simplexml', 'node', 'access', 'property']","['simplexmlelement', 'extend simplexmlelement', 'simplexmlelement work', 'property simplexmlelement', 'error simplexmlelement', 'simplexmlelement node', 'simplexmlelement error', 'simplexmlelement accept', 'simplexmlelement exist', 'request simplexmlelement']","https://github.com/phpstan/phpstan/issues/9714
https://github.com/phpstan/phpstan/issues/984
https://github.com/phpstan/phpstan/issues/6020
https://github.com/phpstan/phpstan/issues/2910
https://github.com/phpstan/phpstan/issues/1761"
92,427,0.03207150368,Unexpected Results,"['expect', 'report', 'snippet', 'code snippet', 'problem', 'snippet reproduce', 'expect output', 'reproduce problem', 'reproduce', 'output']","['define report', 'define code', 'expect output', 'problem expect', 'snippet reproduce', 'output error', 'error define', 'report undefined', 'report define', 'make usage']","https://github.com/phpstan/phpstan/issues/9392
https://github.com/phpstan/phpstan/issues/9491
https://github.com/phpstan/phpstan/issues/6245
https://github.com/phpstan/phpstan/issues/8058
https://github.com/phpstan/phpstan/issues/12373"
93,27,0.002027940514,Ternary Operator,"['ternary', 'ternary operator', 'operator', 'condition', 'positive ternary', 'operator condition', 'foo', 'arrayfalse', 'positive', 'checkedarray']","['ternary', 'ternary operator', 'positive ternary', 'operator condition', 'arrayfalse', 'result ternary', 'param arrayfalse', 'arrayfalse foo', 'array arrayfalse', 'operator code']","https://github.com/phpstan/phpstan/issues/910
https://github.com/phpstan/phpstan/issues/1579
https://github.com/phpstan/phpstan/issues/7686
https://github.com/phpstan/phpstan/issues/3942
https://github.com/phpstan/phpstan/issues/1825"
94,25,0.001877722698,Type Inference,"['psalm', 'psalm annotation', 'annotation', 'definition', 'understand', 'vendore annotation', 'vendore', 'use psalm', 'definition psalm', 'psalm vendore']","['psalm', 'psalm annotation', 'psalm vendore', 'definition psalm', 'use psalm', 'understand psalm', 'psalm error', 'like psalm', 'report psalm', 'expect output']","https://github.com/phpstan/phpstan/issues/9077
https://github.com/phpstan/phpstan/issues/2876
https://github.com/phpstan/phpstan/issues/9320
https://github.com/phpstan/phpstan/issues/6651
https://github.com/phpstan/phpstan/issues/9424"
95,42,0.003154574132,Docker,"['docker', 'image', 'docker image', 'debian', 'version', 'run', 'follow information', 'run docker', 'example', 'information version']","['docker', 'docker image', 'run docker', 'error label', 'dockerfile', 'label', 'container', 'label error', 'error', 'incorrect report']","https://github.com/facebook/infer/issues/1524
https://github.com/facebook/infer/issues/1079
https://github.com/facebook/infer/issues/1850
https://github.com/facebook/infer/issues/412
https://github.com/facebook/infer/issues/1540"
96,42,0.003154574132,setCookie(),"['resource', 'is_resource', 'setcookie', 'session', 'session_start', 'cookie', 'insensitive', 'samesite', 'signature', 'expect']","['setcookie', 'session', 'session_start', 'cookie', 'isset_session', 'session isset', 'change signature', 'setcookie insensitive', 'setcookie report', 'insecure cookie']","https://github.com/phpstan/phpstan/issues/10171
https://github.com/phpstan/phpstan/issues/2536
https://github.com/phpstan/phpstan/issues/4430
https://github.com/phpstan/phpstan/issues/4348
https://github.com/phpstan/phpstan/issues/4586"
97,50,0.003755445396,Unable to summarize a topic,"['fail load', 'jbmc', 'load fail', 'jbco', 'bb', 'load', 'fail', 'block', 'standard note', 'local']","['jbmc', 'jbco', 'jbco bb', 'jbco wjtp', 'openjdk regression', 'jbmc version', 'instead jbmc', 'jbco jtp', 'jbmc report', 'issue jbmc']","https://github.com/diffblue/cbmc/issues/8428
https://github.com/soot-oss/soot/issues/186
https://github.com/diffblue/cbmc/issues/8263
https://github.com/diffblue/cbmc/issues/8569
https://github.com/diffblue/cbmc/issues/6178"
98,135,0.01013970257,Unable to summarize a topic,"['10 43', '43 07', 'runne build', '07 runne', 'runne', '43', 'build 10', '07', 'file line', 'thread']","['thread execution', 'exception thread', 'worker thread', 'execution fail', 'error worker', 'thread error', 'error backward', 'fail fail', 'app runinfoflow', 'runinfoflow']","https://github.com/soot-oss/soot/issues/370
https://github.com/facebook/infer/issues/563
https://github.com/soot-oss/soot/issues/2024
https://github.com/soot-oss/soot/issues/1279
https://github.com/soot-oss/soot/issues/1989"
